Text,Class,PureText,ConEmoji,Emojis,Con_emoji_meanings
   විජය කුමාරතුංග නැති උනාට පස්සේ භූමදාන කලේ කොහෙද ඇත්තටම දැනගන්න අහන්නේ ,Political,   විජය කුමාරතුංග නැති උනාට පස්සේ භූමදාන කලේ කොහෙද ඇත්තටම දැනගන්න අහන්නේ ,,,
 ජනපතිවරණයෙන් ගෝඨාභය රාජපක්ෂ විශිෂ්ට ජයක්  ,Political, ජනපතිවරණයෙන් ගෝඨාභය රාජපක්ෂ ට විශිෂ්ට ජයක්  ,,,
 පුනරුජ්ජීවනයක් නැතැ යි කියන සද්දුසිවරුන්ගෙන් සමහරෙක් ජේසුස් වහන්සේ අවුත් ”ගුරුදේවයෙනි යම් මිනිසෙකු භාර්යාව ජීවත් ව සිටිය දරුපල නොලැබ මළොත් ඔහුගේ සහෝදරයා භාර්යාව පාවාගෙන තම සහෝදරයාගේ නමට දරුවන් ඉපදවිය යුතු යයි මෝසෙස් ලියා ඇත ,Religion, පුනරුජ්ජීවනයක් නැතැ යි කියන සද්දුසිවරුන්ගෙන් සමහරෙක් ජේසුස් වහන්සේ වෙත අවුත් ”ගුරුදේවයෙනි යම් මිනිසෙකු භාර්යාව ජීවත් ව සිටිය දී දරුපල නොලැබ මළොත් ඔහුගේ සහෝදරයා ඒ භාර්යාව පාවාගෙන තම සහෝදරයාගේ නමට දරුවන් ඉපදවිය යුතු යයි මෝසෙස් ලියා ඇත ,,,
 කාදිනල් ධුරයට පත්ව දස වසරක් සමරන අගරදගුරු අති උතුම් මැල්කම් කාදිනල් රංජිත් හිමිපාණනි අපි ඔබට සුභාසිංශන ගෙන එමු ,Religion, කාදිනල් ධුරයට පත්ව දස වසරක් සමරන අගරදගුරු අති උතුම් මැල්කම් කාදිනල් රංජිත් හිමිපාණනි අපි ඔබට සුභාසිංශන මෙලෙස ගෙන එමු ,,,
 දෙවි පියාණන්ගේ ආශිර්වාදයත් ශුද්ධාත්ම මග පෙන්වීමත් මරිමව් රැකවරණයත් නිතරම ඔබ පවතීවා 🙏,Religion, දෙවි පියාණන්ගේ ආශිර්වාදයත් ශුද්ධාත්ම මග පෙන්වීමත් මරිමව් රැකවරණයත් නිතරම ඔබ සමග පවතීවා ,,🙏,
 හදුන්නෙත්ති විරැද්ධව නඩු දාන්න කොමිසමක් දාවි හෙටමසර් එහෙමයි 😡,Political, හදුන්නෙත්ති ට විරැද්ධව නඩු දාන්න කොමිසමක් දාවි හෙටමසර් එහෙමයි ,😡,😡,pouting face
 අම්මෝජෙප්පො බය වෙලා හොදටම… ,Political, අම්මෝජෙප්පො බය වෙලා හොදටම… ,,,
 ජෝකර් කෙනෙක්ව රටේ ජනාධිපති කරාම 😂,Political, ජෝකර් කෙනෙක්ව රටේ ජනාධිපති කරාම ,😂,😂,face tears joy
 කො බන් අපිට නිදහසක් චීනාට ජපනට ඇමරිකාවට ඉන්දියාවට විකිණිලා අපි හැමදාම ,Political, කො බන් අපිට නිදහසක් චීනාට ජපනට ඇමරිකාවට ඉන්දියාවට විකිණිලා අපි හැමදාම ,,,
 හැබැයි කවදාක හරි ගූ ඇන් පී ආණ්ඩුවක් ආව දවසටත් ඔහොමම ජනතාවගෙ පැත්තෙ හිටියොත් තමයි වටින්නෙ ,Political, හැබැයි කවදාක හරි ගූ ඇන් පී ආණ්ඩුවක් ආව දවසටත් ඔහොමම ජනතාවගෙ පැත්තෙ හිටියොත් තමයි තවත් වටින්නෙ ,,,
 ඕක රනිල් දෙන්ඩ ගිය එක නේද ,Political, ඕක රනිල් දෙන්ඩ ගිය එක නේද ,,,
 රාජපස්සලා විතරද සජිත් ප්‍රේමදාස ,Political, රාජපස්සලා විතරද ඇයි සජිත් ප්‍රේමදාස ,,,
 මතක තබා ගන්න දිනක ඔබටත් අන්අයගේ යාච්ඤා අවශ්‍යය වේවි ,Religion, මතක තබා ගන්න දිනක ඔබටත් අන්අයගේ යාච්ඤා අවශ්‍යය වේවි ,,,
 හම්බන්තොට වහල්ලු තමන් වහල්ලු තේරැම් ගන්නා මෙය වෙනස් නොවේඑතකන් රාජපක්ෂලා කර තබා⁣ගෙන සිටිනු ඇත 😡,Political, හම්බන්තොට වහල්ලු තමන් වහල්ලු බව තේරැම් ගන්නා තෙක් මෙය වෙනස් නොවේඑතකන් රාජපක්ෂලා කර තබා⁣ගෙන සිටිනු ඇත ,😡,😡,pouting face
 ස්වාමිනී ඔවුන්ට දයා වුව මැනව ,Religion, ස්වාමිනී ඔවුන්ට දයා වුව මැනව ,,,
 දෙවියන් වහන්සේ ඔබ ගළවන්නට පැමිණි දවස ඔබ නොදත් හෙයිනි” ,Religion, මන්ද දෙවියන් වහන්සේ ඔබ ගළවන්නට පැමිණි දවස ඔබ නොදත් හෙයිනි” ,,,
 උන් වහන්සේ අගනුවරට ළඟා වී එය දුටු නුවර හඬමින් මෙ‍සේ වදාළ ,Religion, උන් වහන්සේ අගනුවරට ළඟා වී එය දුටු විට නුවර ගැන හඬමින් මෙ‍සේ වදාළ සේක ,,,
 ඔබට ශාන්තිය සලසන දේ උදාර දිනයේ ඔබ දැන සිටියා  ,Religion, ඔබට ශාන්තිය සලසන දේ ගැන මේ උදාර දිනයේ දී වත් ඔබ දැන සිටියා නම්  ,,,
 ජේසු දන්නවා අපිට ඕනි දේ නැති දේ අපිට ඇත්තට ඉල්ලන්න ඕනි අපිට ඕනි දේවල් අපිට ඕනි වෙලාවට ලබා දෙන්න කියල විතරයි ,Religion, ජේසු දන්නවා අපිට ඕනි දේ නැති දේ අපිට වඩා ඇත්තට ඉල්ලන්න ඕනි අපිට ඕනි දේවල් අපිට ඕනි වෙලාවට ලබා දෙන්න කියල විතරයි ,,,
 අපි යාච්ඤාව කළ යුත්තේ  ,Religion, අපි යාච්ඤාව කළ යුත්තේ ඇයි  ,,,
 දුමින්ද සිල්වාට ලබාදී ඇත්තේ වෛරී තීන්දුවක් යහපාලන ආණ්ඩුව පැවැති සමයේ අධිකරණයට බලපෑම් එල්ලකර කර දඬුවම සකස් කරන එකක් ලද ඔහු වැඩිදුරටත් සඳහන් කරයි ,Political, දුමින්ද සිල්වාට ලබාදී ඇත්තේ වෛරී තීන්දුවක් බවත් යහපාලන ආණ්ඩුව පැවැති සමයේ අධිකරණයට බලපෑම් එල්ලකර කර එම දඬුවම සකස් කරන එකක් ලද බව ඔහු වැඩිදුරටත් සඳහන් කරයි ,,,
 උන් වහන්සේ ජෙරුසලමට සමීප ව සිටි දෙවියන් වහන්සේගේ රාජ්‍යය එළිදරව් වනු ඇතැ යි ඔවුන් සිතූ බැවිනි ,Religion, උන් වහන්සේ ජෙරුසලමට සමීප ව සිටි බැවින් හා දෙවියන් වහන්සේගේ රාජ්‍යය වහා ම එළිදරව් වනු ඇතැ යි ඔවුන් සිතූ බැවිනි ,,,
 ස්වාමීනි ඔබේ කැමැත්ත කරන්නට මට මග පෙන්නුව මැනව ආමෙන් ,Religion, ස්වාමීනි ඔබේ කැමැත්ත කරන්නට මට මග පෙන්නුව මැනව ආමෙන් ,,,
 මගේ ජීවිතයට රැකවරනයක්වුනු ඔබ වහන්සේ මාව අත්නොහනුලන නොමැනවආමේන්ඔබ වහන්සේට මා සදාණයගැතියි මගේ ජේසුනී ,Religion, මගේ ජීවිතයට රැකවරනයක්වුනු ඔබ වහන්සේ මාව අත්නොහනුලන නොමැනවආමේන්ඔබ වහන්සේට මා සදාණයගැතියි මගේ ජේසුනී ,,,
 කොහොමද ජේසුට ජීවිතේ බාර දෙන්නේ අහන්න දෙනෙකුගේ ජිවිත වෙනස් කල පියවර හතරේ ඥාන කාන්තිය ,Religion, කොහොමද ජේසුට ජීවිතේ බාර දෙන්නේ අහන්න මේ බොහෝ දෙනෙකුගේ ජිවිත වෙනස් කල පියවර හතරේ ඥාන කාන්තිය ,,,
 පියවර හතරේ ඥාන කාන්තිය ඇහුවනම් අහන්න පසු පෝෂණ වැඩසටහන ,Religion, පියවර හතරේ ඥාන කාන්තිය ඇහුවනම් අහන්න මේ පසු පෝෂණ වැඩසටහන ,,,
 මා වෙනස් කලේ ඔබයි පියාණනි මාගේ ජීවනය ඔබයි ජේසුනි ආමෙන් ,Religion, මා වෙනස් කලේ ඔබයි පියාණනි මාගේ ජීවනය ඔබයි ජේසුනි ආමෙන් ,,,
 දෙවියන් වහන්සේට ස්තෝත්‍ර වේවා  ආමේන්  🙏,Religion, දෙවියන් වහන්සේට ස්තෝත්‍ර වේවා  ආමේන්  ,,🙏,
🙏  ක්‍රිස්තුනී ඔබවහන්සේට ප්‍රශංසා වේවා ,Religion,  ක්‍රිස්තුනී ඔබවහන්සේට ප්‍රශංසා වේවා ,,🙏,
 කරුණාබර වූ ජේසු පියාණෙනි අපට කමා වුව මැනව ,Religion, කරුණාබර වූ ජේසු පියාණෙනි අපට කමා වුව මැනව ,,,
 අප නෙත් යොමුකර සිටින්නේ දෘශ්‍යමාන දේ දෙස නොව අදෘශ්‍යමාන දේ දෙස දෘශ්‍යමාන දේ තාවකාලික අදෘශ්‍යමාන දේ සදාතනික  කොරින්ති   ,Religion, අප නෙත් යොමුකර සිටින්නේ දෘශ්‍යමාන දේ දෙස නොව අදෘශ්‍යමාන දේ දෙස ය දෘශ්‍යමාන දේ තාවකාලික ය අදෘශ්‍යමාන දේ සදාතනික ය  කොරින්ති   ,,,
 ජේසුස් වහන්සේ ජෙරිකෝවට සමීප වූ කල එක් අන්ධයෙක් සිඟමින් පාර අයිනේ ඉඳගෙන සිටියේ ,Religion, ජේසුස් වහන්සේ ජෙරිකෝවට සමීප වූ කල එක් අන්ධයෙක් සිඟමින් පාර අයිනේ ඉඳගෙන සිටියේ ය ,,,
 අපි සැම දෙනාම ආදරය කරන අපේ එඩේරාණන්  ගරු මැල්කම් කාදිනල් රංජිත් හිමිපාණෙනි  සුබ උපන් දිනයක් වේවා ,Religion, අපි සැම දෙනාම ආදරය කරන අපේ එඩේරාණන් වන  ගරු මැල්කම් කාදිනල් රංජිත් හිමිපාණෙනි  සුබ උපන් දිනයක් වේවා ,,,
 අපිට යහමග පෙන්වාදී අප රැකගන්නා බැටළු එඩෙරාණනී සුභ උපන් දිනයක් වේවා දෙවියන්ගේ ආරක්ෂාව ආශිර්වාදය නිරතුරුවම ලැබේවා ,Religion, අපිට යහමග පෙන්වාදී අප රැකගන්නා බැටළු එඩෙරාණනී සුභ උපන් දිනයක් වේවා දෙවියන්ගේ ආරක්ෂාව ආශිර්වාදය නිරතුරුවම ලැබේවා ,,,
 සාමාන්‍ය සමයේ ඉරුදින  නොවැම්බර් ඉරු දින දිව්‍ය පුජාව  ,Religion, සාමාන්‍ය සමයේ වන ඉරුදින  නොවැම්බර් වන ඉරු දින දිව්‍ය පුජාව  ,,,
 ඔබේ පරිත්‍යාග විශ්වාසනීයව ලබා දීමට  ලොව අංක එකේ සුබ සාදන ආයතනයක් ලෝක ආහාර වැඩසටහනට ඔබටත් වෙබ් අඩවිය හරහා දායක වීමට හැකියි ,Religion, ඔබේ පරිත්‍යාග විශ්වාසනීයව ලබා දීමට  ලොව අංක එකේ සුබ සාදන ආයතනයක් වන ලෝක ආහාර වැඩසටහනට ඔබටත් මෙම වෙබ් අඩවිය හරහා දායක වීමට හැකියි ,,,
 ජේසුනි මගේ පුංචි ඉල්ලීම ඉටු කර දුන මැනව ,Religion, ජේසුනි මගේ මේ පුංචි ඉල්ලීම ඉටු කර දුන මැනව ,,,
 අපගේ සියලු කරුණු සඵල කරන ස්වාමීන් වහන්සේට මහිමය වේවා ප්‍රශංසා වේවා ආමෙන් ,Religion, අපගේ සියලු කරුණු සඵල කරන ස්වාමීන් වහන්සේට මහිමය වේවා ප්‍රශංසා වේවා ආමෙන් ,,,
 පොළවේ ඔබ මට ආදරේ කරන්න කවුරුත් නැහැ ස්වාමීනි ඔබ විශ්වාසයි එයයි මගේ ආලෝකය ශක්තිය ආමෙන් ,Religion, මේ පොළවේ ඔබ හැර මට ආදරේ කරන්න කවුරුත් නැහැ ස්වාමීනි ඔබ විශ්වාසයි එයයි මගේ ආලෝකය ශක්තිය ආමෙන් ,,,
 පියාණනි සියල්ල ඔබේ කැමැත්ත සිදුවේවා ආමෙන් ,Religion, පියාණනි සියල්ල ඔබේ කැමැත්ත ලෙස සිදුවේවා ආමෙන් ,,,
 ජෙසු ජීවමානයි  ,Religion, ජෙසු ජීවමානයි  ,,,
 ජේසුනි ඔබ ශුද්ධ යි ආමෙන් ,Religion, ජේසුනි ඔබ ශුද්ධ යි ආමෙන් ,,,
 දෙවියන් වහන්සේගේ රාජ්‍යය කවර කලෙක පහළ වන්නේ දැ”යි පරිසිවරුන් ඇසූ උන් වහන්සේ ඔවුන්ට උත්තර දෙමින් ”දෙවියන් වහන්සේගේ රාජ්‍යය ඇසට පෙනෙන නොපැමිණෙයි ,Religion, දෙවියන් වහන්සේගේ රාජ්‍යය කවර කලෙක පහළ වන්නේ දැ”යි පරිසිවරුන් ඇසූ බැවින් උන් වහන්සේ ඔවුන්ට උත්තර දෙමින් ”දෙවියන් වහන්සේගේ රාජ්‍යය ඇසට පෙනෙන අයුරින් නොපැමිණෙයි ,,,
 උන් වහන්සේ ශ්‍රාවකයන්ට මෙ‍සේ වදාළ ”මනුෂ්‍යපුත්‍රයාණන් වැඩ සිටින දවස්වලින් එකක් වුව දැකීමට ඔබ ආශාවන කාලයක් පැමිණෙයි ,Religion, උන් වහන්සේ ශ්‍රාවකයන්ට මෙ‍සේ වදාළ සේක ”මනුෂ්‍යපුත්‍රයාණන් වැඩ සිටින දවස්වලින් එකක් වුව ද දැකීමට ඔබ ආශාවන කාලයක් පැමිණෙයි ,,,
 සෑම විටම දෙවියන් වහන්සේගේ කැමැත්තට ඉඩ දෙන්න ,Religion, සෑම විටම දෙවියන් වහන්සේගේ කැමැත්තට ඉඩ දෙන්න ,,,
 බුද්ධාගම නොගැලපුනත් පට්ට පුරාවිද්‍යාත්මක සංස්කෘතික වටිනාකමකින් දැනුම් පද්ධතියකින් හෙබියිනම්ඒ දැනුම් පද්ධතිය කේක් ගෙඩියකට සමාන කරානම්උබලා කරේ කේක් ගෙඩිය ගූ දාල ගූ වලින් අයිසින් කරල කැත කරල නවත්තපු එකදැන් ඒක ගූ තලිය ඇතුලේ කේක් එකක් තිබ්බත් කේක් එකක් නෙවේ ගූ තලියක් වගේ පේන්නේ ,Religion, බුද්ධාගම දැනට නොගැලපුනත් පට්ට පුරාවිද්‍යාත්මක සංස්කෘතික වටිනාකමකින් හා දැනුම් පද්ධතියකින් හෙබියිනම්ඒ දැනුම් පද්ධතිය කේක් ගෙඩියකට සමාන කරානම්උබලා කරේ ඒ කේක් ගෙඩිය ගූ දාල ගූ වලින් අයිසින් කරල කැත කරල නවත්තපු එකදැන් ඒක ගූ තලිය ඇතුලේ කේක් එකක් තිබ්බත් කේක් එකක් නෙවේ ගූ තලියක් වගේ පේන්නේ ,,,
 දාන දෙන්න ඕනි ඔබේ යහළුවන්ට  ඥාතීන්ට නෙමේ  ඇත්තටම අවශ්‍යතාවයක් තිබෙන අසරණ පුද්ගලයින්ටයි නැත්නම් ඔබේ දානයේ කිසිදු අගයක්  වටිනාකමක් නැති මතක තබා ගන්න ,Religion, දාන දෙන්න ඕනි ඔබේ යහළුවන්ට  ඥාතීන්ට නෙමේ  ඇත්තටම අවශ්‍යතාවයක් තිබෙන අසරණ පුද්ගලයින්ටයි නැත්නම් ඔබේ ඒ දානයේ කිසිදු අගයක්  වටිනාකමක් නැති බව මතක තබා ගන්න ,,,
 ලව්ඩ්ස් පීකර් දාල ශබ්ද දූෂණය කරන එකද බුද්ධ සාසනේ ,Religion, ලව්ඩ්ස් පීකර් දාල ශබ්ද දූෂණය කරන එකද බුද්ධ සාසනේ ,,,
 නිවන් දැකීමෙන් සියල්ල අවසන් වනවානම් එහි ආරම්භය කුමක්ද  සංසාර ආරම්භය  ,Religion, නිවන් දැකීමෙන් සියල්ල අවසන් වනවානම් එහි ආරම්භය කුමක්ද  සංසාර ආරම්භය  ,,,
 ස්තුතියි ජේසුනි මා වෙනුවන් කළ සියලුම දේ වලට  ,Religion, ස්තුතියි ජේසුනි මා වෙනුවන් කළ සියලුම දේ වලට  ,,,
 යෙසුස් වහන්සේ ඔබගේ ප්‍ර්මය මම අද ජීවත් වෙමි ඔබට ස්තුතයි ,Religion, යෙසුස් වහන්සේ ඔබගේ ප්‍ර්මය නිසා මම අද ජීවත් වෙමි ඔබට ස්තුතයි ,,,
 කර්මය වෙනස් කල හැකියි චුල්ල කම්ම විබංග සූත්‍රය කියවන්න… ,Religion, කර්මය වෙනස් කල හැකියි චුල්ල කම්ම විබංග සූත්‍රය කියවන්න… ,,,
 අයින්ස්ටයින් බුදු දහම දැන සිටියාද ,Religion, අයින්ස්ටයින් බුදු දහම දැන සිටියාද ,,,
 ප්‍රශ්න හමුවේ විශ්වාසය නැතිකරගෙන යක්ෂයාගේ ගොදුරක් වෙන්න එපා ,Religion, ප්‍රශ්න හමුවේ විශ්වාසය නැතිකරගෙන යක්ෂයාගේ ගොදුරක් වෙන්න එපා ,,,
 නිරාගමිකයා උබල බන් රතන සූත්‍රය දේශනා කරන්න කීවේපිරිත් පැන් ඉසින්න කීවේ කොරෝනා හොද උනාද 😕  බෞද්ධයා උබට බෞද්ධ දර්ශනය පිලිබද නිසි අවබෝධයක් නැති පෙනී යනව බන් නිරාගමිකයා එල 🤝🤝🤝  😂 🤝🤝🤝 ,Religion, නිරාගමිකයා උබල ඇයි බන් රතන සූත්‍රය දේශනා කරන්න කීවේපිරිත් පැන් ඉසින්න කීවේ කොරෝනා හොද උනාද ඉතින්   බෞද්ධයා උබට බෞද්ධ දර්ශනය පිලිබද නිසි අවබෝධයක් නැති බව පෙනී යනව බන් නිරාගමිකයා එල     ,😕 😂,😕 🤝 🤝 🤝 😂 🤝 🤝 🤝,confused face face tears joy
 මට ඕනි දේ නෙමේ  මට සුදුසු දේ ඔබවහන්සේ දන්නා ඒවා නියමිත මොහොතේදී නියමිත ආකාරයෙන් ලබා දෙන්න කියල යාච්ඤා කරන්න ,Religion, මට ඕනි දේ නෙමේ  මට සුදුසු දේ ඔබවහන්සේ දන්නා නිසා ඒවා නියමිත මොහොතේදී නියමිත ආකාරයෙන් ලබා දෙන්න කියල යාච්ඤා කරන්න ,,,
   දැං නං ස්වාමීනි එකම බලාපොරොත්තු ව මෙිඅසීමාන්විත ජීවිත යෙන් නිදහස් වී ඔබ වහන්සේගේ සමාදානය සදාකාලික ජීවනය පමණමයිඅපගේ කැමැත්ත නොව ඔබ වහන්සේගේ කැමත්තපමණක්ම අප තබන්න ස්වාමීනි   🙏,Religion,   දැං නං ස්වාමීනි එකම බලාපොරොත්තු ව මෙඅසීමාන්විත ජීවිත යෙන් නිදහස් වී ඔබ වහන්සේගේ සමාදානය තුළ සදාකාලික ජීවනය පමණමයිඅපගේ කැමැත්ත නොව ඔබ වහන්සේගේ කැමත්තපමණක්ම අප තුළ තබන්න ස්වාමීනි   ,,🙏,
 ස්වාමීනි ඔබට මහිමය වේවා ප්‍රශංසා වේවා මා වෙනස් කලේ සමිදුන් ආමෙන් ,Religion, ස්වාමීනි ඔබට මහිමය වේවා ප්‍රශංසා වේවා මා වෙනස් කලේ සමිදුන් ආමෙන් ,,,
 පල්ලිය කියන්නේ සල්ලි එකතු කරන තැනක් නෙමේ පල්ලියේ නඩත්තු කටයුතු වලට සල්ලි ඕනි තමයි ඒත් බලහත්කාරයෙන්  අනිවාර්යය කරලා සල්ලි එකතු කරන එක වැරදි සල්ලි එකතු කරනවා කියල ඇත්තටම සල්ලි දෙන්න බැරි කෙනෙක් පල්ලි එන්නේ නැත්නම් ඔබලා කරන සේරම හොද වැඩ වැඩ ප්‍රතිඵලයක් නැහැ කියලත් මතක තබා ගන්න  ,Religion, පල්ලිය කියන්නේ සල්ලි එකතු කරන තැනක් නෙමේ පල්ලියේ නඩත්තු කටයුතු වලට සල්ලි ඕනි තමයි ඒත් බලහත්කාරයෙන්  අනිවාර්යය කරලා සල්ලි එකතු කරන එක වැරදි සල්ලි එකතු කරනවා කියල ඇත්තටම සල්ලි දෙන්න බැරි කෙනෙක් පල්ලි එන්නේ නැත්නම් ඔබලා කරන සේරම හොද වැඩ වැඩ ප්‍රතිඵලයක් නැහැ කියලත් මතක තබා ගන්න  ,,,
 අප කිතුනුවෙක් නමට පමණක් සීමා සිටීම වැරදියි අප ජීවිතය පූජා කල ජේසූට අප කුමක් කලෙමු කියා සිතන්න අපට ලැබෙන මාසික ආදායමෙන් සියයට පහක මුදලක් පරිත්‍යාග කරමු ,Religion, අප කිතුනුවෙක් නමට පමණක් සීමා සිටීම වැරදියි අප වෙනුවෙන් ජීවිතය පූජා කල ජේසූට අප කුමක් කලෙමු ද කියා සිතන්න අපට ලැබෙන මාසික ආදායමෙන් සියයට පහක මුදලක් පරිත්‍යාග කරමු ,,,
 පල්ලිය මුදල් නැති බැරි අසරණයන්ට පිහිටට යොදවයි ආමෙන් ස්වාමීන් වහන්සේ ඔබේ පවුලේ සියල්ල ආශීර්වාදයක් පත් කරන සේකවා ආමෙන් ,Religion, පල්ලිය එම මුදල් නැති බැරි අසරණයන්ට පිහිටට යොදවයි ආමෙන් ස්වාමීන් වහන්සේ ඔබේ පවුලේ සියල්ල ම ආශීර්වාදයක් බවට පත් කරන සේකවා ආමෙන් ,,,
 පුනරුජ්ජීවනයක් නැතැ යි කියන සද්දුසිවරුන්ගෙන් සමහරෙක් ජේසුස් වහන්සේ අවුත්  ,Religion, පුනරුජ්ජීවනයක් නැතැ යි කියන සද්දුසිවරුන්ගෙන් සමහරෙක් ජේසුස් වහන්සේ වෙත අවුත්  ,,,
 දූෂණයට විරැද්ධ වෙන්න හදුන්නෙත්ති තිබුන කොන්ද චරිත නෑබැසිල් වර්ණනා කර කර ඉන්නවා 🤔🤔🤔 ,Political, දූෂණයට විරැද්ධ වෙන්න හදුන්නෙත්ති ට තිබුන කොන්ද චරිත ට නෑබැසිල් ගැන වර්ණනා කර කර ඉන්නවා  ,,🤔 🤔 🤔,
 භාග්‍යවත් වූ අරහත් වූ සම්මා සම්බුදුරජාණන් වහන්සේට නමස්කාර වේවා  ,Religion, ඒ භාග්‍යවත් වූ අරහත් වූ සම්මා සම්බුදුරජාණන් වහන්සේට නමස්කාර වේවා  ,,,
 ගෞතම බුදුරජුන්ගේ සාම සංදේශය බුද්ධිමත් දෙව් මිනිසුන් ,Religion, ගෞතම බුදුරජුන්ගේ සාම සංදේශය බුද්ධිමත් දෙව් මිනිසුන් උදෙසා ,,,
 උන් වහන්සේ දිනපතා දේව මාලිගාවෙහි ඉගැන්වූ නායක පූජකයෝ විනයධරයෝ ප්‍රභූවරයෝ උන් වහන්සේ නසාලීමට උපක්‍රම සෙවූ හ  ,Religion, උන් වහන්සේ දිනපතා දේව මාලිගාවෙහි ඉගැන්වූ සේක එහෙත් නායක පූජකයෝ ද විනයධරයෝ ද ප්‍රභූවරයෝ ද උන් වහන්සේ නසාලීමට උපක්‍රම සෙවූ හ  ,,,
 උතුම් මුඛ බුද්ධ වචන ගංගාව ලෝ සතුන්ගේ සසර දුක නිවාලමින් කල් ගලා බස්නා සේක්වා ,Religion, උතුම් ශ්‍රී මුඛ බුද්ධ වචන ගංගාව ලෝ සතුන්ගේ සසර දුක නිවාලමින් බොහෝ කල් ගලා බස්නා සේක්වා ,,,
 අමා නිවන් සුව දුර නොවේවා ,Religion, ඒ අමා නිවන් සුව බොහෝ දුර නොවේවා ,,,
 ඇස් දෙක විතරක් පේන ගෝනි පඩංගුවයි  නහය කට විතරක් වැහෙන මාස්ක් එකයි වෙනස නොදන්න  මංද මානසික ගොබිලෝ තමයි මුස්ලිම් කියන්නේ  හැම රෙද්දටම දෙයියෙක් ගාව ගත්ත අනෙක් මිනිස්සුන්ට වදයක් වෙච්ච  එකට සාමුහිකව ඉන්ඩ බැරි අවස්ථාවාදී ජාතියක්  උන් එක්ක මොන සහජීවනද නීතියක් ගෙනත් පාලනය කරනවා     ,Racist, ඇස් දෙක විතරක් පේන ගෝනි පඩංගුවයි  නහය කට විතරක් වැහෙන මාස්ක් එකයි අතර වෙනස නොදන්න  මංද මානසික ගොබිලෝ තමයි මුස්ලිම් කියන්නේ  හැම රෙද්දටම දෙයියෙක් ගාව ගත්ත අනෙක් මිනිස්සුන්ට වදයක් වෙච්ච  එකට සාමුහිකව ඉන්ඩ බැරි අවස්ථාවාදී ජාතියක්  උන් එක්ක මොන සහජීවනද නීතියක් ගෙනත් පාලනය කරනවා මිස     ,,,
 ජිනීවා යෝජනාවෙන් ලංකාව පැරදුණේ දුර්වල විදේශ ප්‍රතිපත්ති ,Political, ජිනීවා යෝජනාවෙන් ලංකාව පැරදුණේ දුර්වල විදේශ ප්‍රතිපත්ති නිසා ,,,
 රංජන් කිවිව කථාවෙි සත්‍යය එලි දකීඒ ගොල්ලො යාළුවො මල්ලී ,Political, රංජන් කිවිව කථාවෙ සත්‍යය එලි දකීඒ ගොල්ලො යාළුවො මල්ලී ,,,
 මටත් මෙවන් දානමය පුන්‍යකර්මයක් මාගෙ අමාමෑණී සම්මා සම්බුදුන් වහන්සේ කිරීමට හැකිවේවා ,Religion, මටත් මෙවන් දානමය පුන්‍යකර්මයක් මාගෙ අමාමෑණී සම්මා සම්බුදුන් වහන්සේ වෙනුවෙන් කිරීමට හැකිවේවා ,,,
 බැති සිතින් යුතුව පින් අනුමෝදන් වෙමි සාදු සාදු සාදු ,Religion, බැති සිතින් යුතුව පින් අනුමෝදන් වෙමි සාදු සාදු සාදු ,,,
 බැසිල් රාජපක්ෂ මහතා පාර්ලිමේන්තු පැමිණ ආර්ථික කටයුතු අමාත්‍යාංශය භාරගත යුතු අරුන්දික ප්‍රනාන්දු මහතා සඳහන් කරයි ,Political, බැසිල් රාජපක්ෂ මහතා පාර්ලිමේන්තු පැමිණ ආර්ථික කටයුතු පිළිබඳ අමාත්‍යාංශය භාරගත යුතු බවද අරුන්දික ප්‍රනාන්දු මහතා සඳහන් කරයි ,,,
  හිටපු මන්ත්‍රීතුමනි  බොරු කතා වපුරමින් ජාතිවාදය අවුස්සන මේවගේ පුද්ගලයන් ක්‍රියාමාර්ගයක් නොගන්නේ ජාතිවාදී වැඩවලින් බේරෙන්නද ඔවුන් ඔබේ ඡායාරූපත් ප්‍රොෆයිල්වල දාගෙන ඉන්නේ රජය විවේචනය කරන අය අත්අඩංගුවට ගැනීම නවතා මෙවැන්නන් සම්බන්ධයෙන් ක්‍රියාමාර්ග ගන්න     ,Political,  හිටපු මන්ත්‍රීතුමනි  බොරු කතා වපුරමින් ජාතිවාදය අවුස්සන මේවගේ පුද්ගලයන් ගැන ක්‍රියාමාර්ගයක් නොගන්නේ ඇයි මේ ජාතිවාදී වැඩවලින් බේරෙන්නද ඔවුන් ඔබේ ඡායාරූපත් ප්‍රොෆයිල්වල දාගෙන ඉන්නේ රජය විවේචනය කරන අය අත්අඩංගුවට ගැනීම නවතා මෙවැන්නන් සම්බන්ධයෙන් ක්‍රියාමාර්ග ගන්න     ,,,
 මමද මෙ පීන් අනුමොදන් වෙමී  🙏,Religion, මමද මෙ පීන් අනුමොදන් වෙමී  ,,🙏,
 සන්ඝරත්නයට මාගේ නමස්කාරය වේවා ,Religion, මහා සන්ඝරත්නයට මාගේ නමස්කාරය වේවා ,,,
